"respid","hCountry","countrycode","Q9_ees_numeric","lrgen_selfdescription","econ_interven","redistribution","sociallifestyle","civlib_laworder","immigrate_policy_reversed","environment","immigrate_policy","econ_interven_factor","environment_factor","redistribution_factor","civlib_laworder_factor","immigrate_policy_factor","sociallifestyle_factor","prediction_lm_lrgen1","prediction_lm_lrgen2","prediction_polr_lrgen1","prediction_polr_lrgen2","prediction_rf_lrgen1","prediction_rf_lrgen2","prediction_rf_lrgen2_unrounded","prediction_lm_lrecon1","prediction_polr_lrecon1","prediction_rf_lrecon1","prediction_rf_lrecon2","prediction_rf_lrecon2_unrounded","prediction_lm_galtan1","prediction_polr_galtan1","prediction_rf_galtan1","prediction_rf_galtan2","prediction_rf_galtan2_unrounded"
"17532","1","1040",NA,5,5,5,5,5,5,0,5,"5","0","5","5","5","5",5,5,5,5,5,5,4.9841901722046,5,5,5,5,4.84815837168018,5,5,5,5,5.09518933055154
"17535","1","1040",NA,5,5,5,8,2,5,5,5,"5","5","5","2","5","8",5,5,5,5,5,6,5.80867289644514,5,5,5,6,5.67037365764015,6,2,7,7,6.9383349744325
"17537","1","1040",1040320,2,5,1,0,6,5,5,5,"5","5","1","6","5","0",4,5,4,4,4,4,4.17164581193771,4,4,5,4,3.76511488616679,3,5,4,3,3.30359302700941
"17539","1","1040",1040320,2,2,1,0,2,8,0,2,"2","0","1","2","2","0",2,2,2,2,2,2,1.98999165264565,2,2,2,2,2.28362337981025,1,1,0,1,1.3075289701513
"17545","1","1040",1040320,2,4,3,5,1,5,2,5,"4","2","3","1","5","5",4,4,4,3,4,4,4.18961837839248,4,4,4,4,3.94937960961064,4,2,5,5,4.67382795298401
"17546","1","1040",1040420,5,5,5,0,5,0,5,10,"5","5","5","5","10","0",6,7,6,7,5,6,5.65096787807527,5,5,5,6,5.67037365764015,4,8,5,4,4.16343287820749
"17547","1","1040",1040320,3,5,0,9,5,0,1,10,"5","1","0","5","10","9",6,5,5,5,6,6,5.69449102937087,3,3,2,3,3.36303079715703,8,8,10,8,8.13816813032816
"17559","1","1040",NA,4,7,8,0,8,8,9,2,"7","9","8","8","2","0",6,7,7,7,8,7,7.05435286109266,8,8,8,8,7.68125871179419,3,5,0,2,2.15139334857975
"17566","1","1040",1040423,NA,NA,5,NA,NA,3,5,7,NA,"5","5",NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17567","1","1040",1040600,1,2,0,0,0,8,0,2,"2","0","0","0","2","0",1,1,1,1,2,2,1.95185165942008,2,2,2,2,2.14485059544068,1,0,0,1,0.79613874131045
"17574","1","1040",1040110,5,2,6,1,6,9,1,1,"2","1","6","6","1","1",4,4,4,4,3,4,4.26706264193655,4,4,6,4,4.1409222315518,3,3,1,2,2.09200441075967
"17587","1","1040",1040600,5,6,7,0,0,3,0,7,"6","0","7","0","7","0",5,5,5,5,4,5,5.19959557863982,6,7,5,6,5.92964071158931,2,2,0,2,1.79716845050483
"17589","1","1040",1040420,8,5,2,10,5,10,5,0,"5","5","2","5","0","10",4,3,4,3,5,4,4.45322114079427,4,4,5,5,4.65952508845224,6,2,1,4,4.28092821468824
"17591","1","1040",1040520,8,3,3,10,7,2,2,8,"3","2","3","7","8","10",6,5,6,5,4,5,5.1531203661799,3,3,4,4,3.80110799813201,9,8,9,8,8.09546300899978
"17594","1","1040",NA,5,5,0,2,5,2,3,8,"5","3","0","5","8","2",4,5,4,5,5,4,4.1151300199709,3,3,5,3,3.3433599029289,4,6,2,4,4.03566435066189
"17599","1","1040",1040320,3,6,5,4,5,5,4,5,"6","4","5","5","5","4",6,6,5,5,5,5,5.49854027134304,6,6,6,6,6.1530550617794,5,5,5,5,4.80134966363411
"17601","1","1040",1040600,2,7,5,4,2,5,1,5,"7","1","5","2","5","4",5,5,5,5,5,6,5.52603338392303,6,6,5,6,5.58770219856538,4,2,5,5,4.53373671122185
"17602","1","1040",1040320,4,4,1,1,0,7,2,3,"4","2","1","0","3","1",3,2,2,2,2,3,2.65276469365998,3,3,3,3,2.69603635531607,1,1,1,1,1.45177914366549
"17611","1","1040",1040520,3,5,6,0,2,5,2,5,"5","2","6","2","5","0",5,5,5,5,5,5,5.07919530632237,5,5,6,6,5.68005138582068,2,2,0,2,1.96206374183751
"17630","1","1040",1040420,9,10,9,1,10,1,10,9,"10","10","9","10","9","1",9,10,10,10,8,9,8.54698971233005,9,9,9,9,8.99686248568428,5,10,5,7,6.57231592837253
"17641","1","1040",1040320,3,9,2,8,0,5,2,5,"9","2","2","0","5","8",5,5,5,4,5,5,4.71961265893212,6,6,2,4,3.9437085471171,5,1,5,5,5.1483700858787
"17642","1","1040",1040520,6,10,10,10,10,0,7,10,"10","7","10","10","10","10",10,10,10,10,10,9,9.15727410994091,10,10,9,9,8.63573252647719,10,10,10,10,9.53837434539673
"17646","1","1040",1040520,6,9,9,2,2,8,3,2,"9","3","9","2","2","2",6,6,6,6,7,6,6.05510013552506,8,8,8,8,7.95833597872111,2,1,2,2,2.24414943525717
"17665","1","1040",1040320,2,NA,3,0,0,5,2,5,NA,"2","3","0","5","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1.27070338056882
"17672","1","1040",1040520,5,6,4,5,5,3,3,7,"6","3","4","5","7","5",6,6,6,6,6,5,5.37384645828017,5,5,6,6,5.9468204662775,6,5,5,5,5.40645122862753
"17676","1","1040",1040320,3,NA,6,0,3,4,2,6,NA,"2","6","3","6","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,0,2,1.9539794938391
"17683","1","1040",1040320,0,5,1,0,3,7,0,3,"5","0","1","3","3","0",3,3,3,3,2,3,2.94770400630789,3,3,2,3,3.12819887185156,2,2,0,1,1.48486348134372
"17686","1","1040",NA,5,NA,3,10,10,5,0,5,NA,"0","3","10","5","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,8,10,9,8.72481721039849
"17693","1","1040",1040320,3,5,3,0,2,3,1,7,"5","1","3","2","7","0",4,4,4,4,5,4,4.23874226435058,4,4,5,4,4.23561599620826,2,3,0,2,2.18201297577689
"17701","1","1040",1040420,7,NA,NA,10,NA,0,0,10,NA,"0",NA,NA,"10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17705","1","1040",1040320,2,5,3,2,3,7,0,3,"5","0","3","3","3","2",4,4,4,4,3,3,3.44909205049806,4,4,5,4,3.90485487082144,3,2,2,3,2.60634513578789
"17706","1","1040",1040420,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17710","1","1040",1040420,4,2,8,10,0,4,1,6,"2","1","8","0","6","10",5,4,5,4,4,5,4.87442530769372,5,5,2,3,2.92962645523713,6,2,0,5,5.49456600649182
"17713","1","1040",NA,5,9,4,10,8,3,1,7,"9","1","4","8","7","10",8,7,8,7,8,7,7.13485796028619,6,7,3,4,4.24990198099869,9,8,10,8,8.18476203821587
"17719","1","1040",1040320,6,6,5,9,7,7,8,3,"6","8","5","7","3","9",6,6,7,6,6,7,6.55400377110334,6,6,6,6,6.33114758141351,7,5,9,7,7.00296474285057
"17721","1","1040",1040420,10,6,5,4,8,10,10,0,"6","10","5","8","0","4",5,5,5,5,6,7,7.00203892353103,6,7,6,6,6.26484075080928,4,4,0,3,3.35980369952878
"17722","1","1040",NA,NA,4,4,0,3,7,2,3,"4","2","4","3","3","0",4,4,3,4,3,3,3.38532950723386,4,4,4,4,4.3187551120585,2,2,0,1,1.48486348134372
"17725","1","1040",1040600,3,4,3,5,3,7,4,3,"4","4","3","3","3","5",4,4,4,3,4,4,4.03736554809485,4,4,4,4,3.88596958151691,4,2,4,4,4.29285769386726
"17726","1","1040",NA,4,6,NA,3,3,3,0,7,"6","0",NA,"3","7","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,4,3.96113692167611
"17731","1","1040",1040520,6,4,2,8,6,8,1,2,"4","1","2","6","2","8",4,4,4,3,3,4,3.66326717728262,3,3,3,3,3.46635631899106,6,3,7,6,6.27147925798492
"17735","1","1040",1040320,2,7,1,5,1,2,1,8,"7","1","1","1","8","5",5,5,5,4,7,5,4.84458668715442,4,4,2,4,4.08535386481977,5,3,5,5,5.25771327026535
"17742","1","1040",1040520,6,3,8,0,10,0,4,10,"3","4","8","10","10","0",7,8,7,8,9,7,7.00862578481028,6,6,3,5,4.52818116298884,5,10,10,7,7.30708287990738
"17749","1","1040",1040420,5,5,4,8,4,2,6,8,"5","6","4","4","8","8",6,6,6,5,5,6,5.86615630268114,5,5,5,5,5.03896446964213,7,5,8,7,7.47900759725772
"17751","1","1040",1040110,8,6,6,10,3,8,3,2,"6","3","6","3","2","10",6,5,5,5,5,6,5.83436592397683,6,6,7,6,6.43099937965946,6,2,0,3,3.3213267557254
"17770","1","1040",1040320,2,NA,1,0,1,1,2,9,NA,"2","1","1","9","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,0,3,2.51488231904274
"17771","1","1040",NA,5,2,2,4,5,5,6,5,"2","6","2","5","5","4",4,4,4,4,5,4,3.52594491306522,3,3,3,3,3.05459954397409,5,5,5,5,4.80134966363411
"17772","1","1040",1040320,3,3,3,1,5,4,2,6,"3","2","3","5","6","1",4,4,4,4,3,4,3.92143876303551,3,3,4,4,3.80110799813201,3,5,3,4,3.50754460174409
"17774","1","1040",NA,4,NA,4,0,1,3,3,7,NA,"3","4","1","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,0,3,2.54282735599818
"17785","1","1040",1040520,5,5,5,10,5,2,5,8,"5","5","5","5","8","10",7,6,7,6,6,6,6.07273591398199,5,5,5,6,5.67037365764015,8,6,9,8,8.00873844927321
"17786","1","1040",1040520,7,7,8,7,4,2,7,8,"7","7","8","4","8","7",7,7,8,7,8,7,7.2483944394518,8,8,8,7,7.41838447699824,6,5,8,7,6.96300378614666
"17791","1","1040",1040423,6,7,0,3,6,0,0,10,"7","0","0","6","10","3",6,6,5,6,3,5,5.09476164413111,4,4,2,3,2.92696061145522,6,8,6,6,5.7186174945371
"17792","1","1040",1040420,7,10,6,0,0,6,0,4,"10","0","6","0","4","0",5,5,5,5,5,6,5.65509187248359,7,8,9,7,6.96391095450801,1,1,0,1,1.21363739415716
"17794","1","1040",1040520,5,0,0,0,1,0,0,10,"0","0","0","1","10","0",2,3,2,2,2,3,2.51098442000063,1,1,0,1,1.25384706979733,3,5,1,3,2.52821938718365
"17795","1","1040",1040420,8,5,7,1,6,0,4,10,"5","4","7","6","10","1",7,7,7,7,6,7,6.54283358207092,6,7,5,6,6.19807306090555,5,8,6,5,5.46495064568137
"17800","1","1040",1040320,1,10,0,0,5,5,0,5,"10","0","0","5","5","0",5,5,5,5,3,4,3.56444114153496,5,5,1,2,2.19929989462314,3,5,2,3,2.6885224744579
"17802","1","1040",1040420,8,7,9,10,1,0,3,10,"7","3","9","1","10","10",8,7,8,7,9,8,7.66058212586654,8,8,8,7,7.48299504005602,8,5,10,7,7.1761239054574
"17811","1","1040",1040320,1,5,10,0,2,7,3,3,"5","3","10","2","3","0",5,5,5,5,5,5,4.897848910531,7,7,5,6,6.14071698580134,1,2,0,1,1.3333884806064
"17820","1","1040",1040320,5,5,6,5,6,8,8,2,"5","8","6","6","2","5",5,5,5,5,6,6,6.01111433043952,6,6,6,6,5.97387036980087,5,3,7,6,6.03188581430533
"17821","1","1040",1040600,5,5,5,5,6,5,5,5,"5","5","5","6","5","5",6,6,6,5,5,5,5.43626229609368,5,5,5,6,5.67037365764015,5,5,5,6,5.79179111965291
"17826","1","1040",1040320,4,5,1,2,4,5,4,5,"5","4","1","4","5","2",4,4,4,4,3,4,3.83197763917352,4,4,2,4,3.6431278314676,3,3,3,3,3.38684469608986
"17832","1","1040",1040600,2,6,2,0,3,3,2,7,"6","2","2","3","7","0",4,5,4,5,5,4,4.30832796949451,4,4,3,4,4.40307091613828,3,5,1,3,2.66052823453448
"17837","1","1040",1040520,5,5,5,5,5,5,5,5,"5","5","5","5","5","5",5,5,5,5,5,5,5.15060863986186,5,5,5,6,5.67037365764015,5,5,5,5,5.09518933055154
"17840","1","1040",1040320,4,5,5,2,1,2,5,8,"5","5","5","1","8","2",5,5,5,5,5,5,5.49487650096669,5,5,5,6,5.67037365764015,3,3,1,3,2.88276987424743
"17842","1","1040",1040520,5,5,0,10,0,10,0,0,"5","0","0","0","0","10",3,2,2,2,1,3,2.87672986683999,3,3,2,3,2.92547236506552,5,0,0,2,1.55137761522905
"17845","1","1040",1040110,4,2,2,5,0,6,0,4,"2","0","2","0","4","5",3,2,2,2,2,3,2.52362156595914,2,2,3,3,2.67852552650992,4,1,5,4,4.1568229321912
"17846","1","1040",1040320,7,7,7,8,8,7,10,3,"7","10","7","8","3","8",7,7,7,7,8,7,7.47411528990341,7,8,7,8,7.81591427380996,7,5,8,7,6.83553421821248
"17860","1","1040",1040420,9,6,5,10,6,0,4,10,"6","4","5","6","10","10",7,7,8,7,9,7,7.46351069697554,6,6,6,6,6.1530550617794,9,8,10,8,8.44653011446555
"17868","1","1040",1040420,NA,8,3,0,5,10,0,0,"8","0","3","5","0","0",4,4,4,4,2,4,3.58762428165676,5,5,3,4,4.21852208811052,2,2,0,2,1.51157303372224
"17869","1","1040",1040520,6,6,6,6,4,4,4,6,"6","4","6","4","6","6",6,6,6,6,6,6,5.94417809863727,6,7,7,6,6.33467357434689,6,5,6,6,6.09196454650957
"17870","1","1040",1040420,8,3,1,0,3,0,5,10,"3","5","1","3","10","0",4,5,4,4,4,4,4.23755848796695,3,3,2,3,3.09617206326123,3,5,1,3,2.84536506942249
"17873","1","1040",1040520,5,4,2,2,5,5,5,5,"4","5","2","5","5","2",4,4,4,4,3,4,3.65492225419707,4,4,4,4,4.08575905440946,4,5,3,4,3.5067343484276
"17879","1","1040",NA,NA,5,5,7,5,5,5,5,"5","5","5","5","5","7",6,5,6,5,5,5,5.49346881098623,5,5,5,6,5.67037365764015,6,5,6,6,6.20833883152459
"17880","1","1040",1040520,5,5,5,5,9,5,0,5,"5","0","5","9","5","5",6,6,6,6,5,6,5.8797506572148,5,5,5,5,4.84815837168018,6,8,7,6,5.98349257374259
"17881","1","1040",1040423,5,5,3,0,5,4,5,6,"5","5","3","5","6","0",5,5,5,5,4,4,4.28567049280481,5,5,5,5,4.89538037986492,3,5,2,3,2.85293233745757
"17888","1","1040",1040320,3,NA,5,5,5,NA,5,NA,NA,"5","5","5",NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17902","1","1040",1040420,10,10,5,3,6,0,3,10,"10","3","5","6","10","3",8,8,8,8,7,7,6.80693493983171,7,8,9,6,6.36358592718191,6,8,6,6,5.7186174945371
"17903","1","1040",1040320,3,7,1,0,1,10,0,0,"7","0","1","1","0","0",3,3,2,2,2,3,2.68708158862756,4,4,2,3,3.08370557198825,1,0,0,1,0.870872213713694
"17904","1","1040",NA,3,3,3,0,1,7,0,3,"3","0","3","1","3","0",3,3,2,2,2,3,3.07790394753784,3,3,3,3,3.33782125706342,1,1,0,1,1.21888033075233
"17911","1","1040",1040520,5,5,5,7,2,7,4,3,"5","4","5","2","3","7",5,4,5,4,5,5,5.26891889022522,5,5,5,6,5.55783346038136,5,2,8,5,5.41252445014129
"17913","1","1040",1040423,6,5,5,10,5,0,3,10,"5","3","5","5","10","10",7,6,7,7,9,7,7.05634747055793,5,5,5,5,5.23817279625127,9,8,10,9,8.62617835583794
"17923","1","1040",1040320,5,8,8,10,2,10,4,0,"8","4","8","2","0","10",6,5,6,5,8,6,6.30519289572415,8,8,8,8,7.79369764187755,6,0,0,4,4.02999532461362
"17927","1","1040",1040110,0,5,0,0,2,10,0,0,"5","0","0","2","0","0",2,2,2,2,2,3,2.83615319636031,3,3,2,3,2.92547236506552,1,0,0,1,0.996176911925069
"17931","1","1040",1040420,8,7,3,10,8,0,9,10,"7","9","3","8","10","10",8,7,8,7,10,8,8.46430058852207,6,6,7,7,6.80355702706973,9,9,10,9,8.81493312763618
"17936","1","1040",1040320,3,7,5,0,0,5,2,5,"7","2","5","0","5","0",5,5,5,5,5,5,5.12605003729578,6,6,5,6,5.92120731193096,1,1,0,1,1.27070338056882
"17955","1","1040",NA,0,1,1,1,2,9,2,1,"1","2","1","2","1","1",2,2,2,2,2,2,1.63791426385822,2,2,1,2,1.66533602429547,1,1,1,2,1.51826418286736
"17972","1","1040",1040320,3,8,0,0,10,7,0,3,"8","0","0","10","3","0",5,5,5,5,3,4,3.86823524101109,4,4,2,3,3.15992694290976,4,7,0,3,2.79455371166993
"17975","1","1040",1040420,10,6,4,5,6,0,4,10,"6","4","4","6","10","5",7,7,7,7,6,7,6.50949732565559,5,5,6,6,5.76211342434091,7,8,6,7,6.71394267336274
"17984","1","1040",1040520,5,2,2,1,4,2,3,8,"2","3","2","4","8","1",4,4,4,4,3,3,3.28112819919785,3,3,2,3,2.80655684868698,4,5,2,4,3.55621416656926
"17989","1","1040",1040520,5,7,5,10,2,0,2,10,"7","2","5","2","10","10",7,6,7,7,9,7,7.07031736569852,6,6,5,6,5.92120731193096,8,5,10,8,7.71063135053672
"18017","1","1040",1040320,0,0,0,NA,0,10,0,0,"0","0","0","0","0",NA,NA,0,NA,0,NA,NA,NA,1,1,0,1,1.25384706979733,NA,0,NA,NA,NA
"18023","1","1040",NA,5,5,10,10,6,5,3,5,"5","3","10","6","5","10",7,7,8,7,8,7,6.84586542619267,7,7,5,6,6.14071698580134,8,5,9,7,7.19122255154388
"18061","1","1040",1040320,5,1,0,2,0,0,1,10,"1","1","0","0","10","2",3,3,2,2,1,3,2.84087571598938,1,1,1,1,1.30478925872337,4,3,1,3,3.40531079041368
"18070","1","1040",NA,3,6,5,0,2,3,5,7,"6","5","5","2","7","0",5,5,5,5,5,6,5.59940720454474,6,6,6,6,6.12780400434104,2,3,0,2,2.18201297577689
"18073","1","1040",1040420,5,5,4,0,8,6,2,4,"5","2","4","8","4","0",5,5,5,5,5,5,5.24717803618532,5,5,5,5,4.87674866628613,3,6,4,3,2.96206653412536
"18097","1","1040",NA,NA,NA,4,0,5,5,4,5,NA,"4","4","5","5","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,2,3,2.6885224744579
"18121","1","1040",1040320,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18131","1","1040",1040520,5,5,1,3,2,7,1,3,"5","1","1","2","3","3",3,3,3,3,3,3,3.47755369198991,3,3,2,4,3.70403249744616,3,2,3,3,2.86614531984626
"18141","1","1040",1040600,4,7,6,1,1,5,1,5,"7","1","6","1","5","1",5,5,5,5,6,6,5.79685548214275,6,7,6,6,6.39488302461278,2,2,1,2,2.34560220632469
"18144","1","1040",1040520,5,6,5,9,1,0,3,10,"6","3","5","1","10","9",6,6,7,6,9,7,7.00891783393356,6,6,6,6,6.0235528522905,7,5,10,7,6.86710548917982
"18147","1","1040",1040320,5,5,1,10,5,0,5,10,"5","5","1","5","10","10",6,6,6,5,9,6,6.20893783056314,4,4,5,4,3.76511488616679,9,8,10,9,8.62617835583794
"18162","1","1040",1040520,8,10,10,10,8,0,10,10,"10","10","10","8","10","10",10,10,10,10,10,9,9.14171702698842,10,10,10,9,9.29416072412931,9,9,10,9,8.81493312763618
"18163","1","1040",1040420,8,10,5,10,8,0,7,10,"10","7","5","8","10","10",9,9,9,9,9,8,8.47451622052389,8,8,5,7,6.78995996039502,9,9,10,9,8.81493312763618
"18166","1","1040",1040320,0,5,3,0,3,6,1,4,"5","1","3","3","4","0",4,4,4,4,5,4,3.94042031895196,4,4,5,4,4.23561599620826,2,2,0,2,2.07169285658334
"18169","1","1040",1040520,8,9,9,2,0,0,1,10,"9","1","9","0","10","2",7,7,7,7,8,7,6.69139085978462,8,8,9,8,7.64010745369992,4,3,1,3,3.40531079041368
"18175","1","1040",1040420,8,7,8,5,3,8,5,2,"7","5","8","3","2","5",6,6,6,5,7,6,6.07788830931112,7,8,8,7,7.31333383878099,4,2,5,4,4.14684826089977
"18190","1","1040",1040420,6,8,2,7,5,0,0,10,"8","0","2","5","10","7",7,6,7,7,6,6,5.97405812900635,5,5,3,3,3.40348159787798,7,8,9,8,7.72606109267846
"18192","1","1040",NA,0,0,0,0,0,10,0,0,"0","0","0","0","0","0",0,0,0,0,1,1,1.24078071303194,1,1,0,1,1.25384706979733,0,0,0,1,0.701834812350845
"18259","1","1040",1040420,5,6,0,3,0,10,7,0,"6","7","0","0","0","3",3,2,2,2,3,4,4.00795102385294,4,4,5,5,4.77138331256383,2,0,0,2,2.37802909566036
"18289","1","1040",1040320,1,3,4,0,3,5,3,5,"3","3","4","3","5","0",4,4,4,4,4,4,3.75857142813466,4,4,4,4,4.1196742466914,2,3,3,2,2.30647059962789
"18319","1","1040",1040320,4,5,3,1,5,5,2,5,"5","2","3","5","5","1",4,5,4,5,5,4,4.28428120077199,4,4,5,5,4.66303654047241,3,5,2,3,3.02062940392488
"18321","1","1040",1040423,6,8,10,1,1,5,5,5,"8","5","10","1","5","1",6,7,7,7,6,7,6.54282995310569,9,8,8,8,8.38932728332351,2,2,1,2,2.34560220632469
"18323","1","1040",NA,NA,5,5,5,5,10,5,0,"5","5","5","5","0","5",5,4,4,4,5,5,5.09747413814145,5,5,5,6,5.67037365764015,4,2,3,5,4.88342716459163
"18331","1","1040",1040520,5,5,8,0,2,0,10,10,"5","10","8","2","10","0",6,7,7,7,7,7,6.97910406469231,7,7,9,7,7.08466504213901,3,5,0,3,2.50167702723162
"18334","1","1040",1040420,5,5,1,5,1,5,1,5,"5","1","1","1","5","5",4,3,4,3,5,4,4.25322777779117,3,3,2,4,3.70403249744616,4,2,5,5,4.67382795298401
"18337","1","1040",1040423,3,8,4,1,4,7,0,3,"8","0","4","4","3","1",5,5,5,5,3,5,4.68116782778128,6,6,3,5,4.57068352700359,2,3,2,2,2.43886851289284
"18346","1","1040",1040420,10,5,5,10,10,10,5,0,"5","5","5","10","0","10",6,5,6,5,8,7,6.94594461237328,5,5,5,6,5.67037365764015,8,5,10,6,6.4633745532265
"18362","1","1040",1040420,10,6,5,6,9,10,7,0,"6","7","5","9","0","6",6,5,6,5,6,6,6.47618945938415,6,6,6,6,6.11371947873448,5,5,7,6,5.90941114927017
"18374","1","1040",1040520,7,5,5,5,10,0,5,10,"5","5","5","10","10","5",7,8,7,8,9,8,7.6824762771329,5,5,5,6,5.67037365764015,8,10,10,8,8.3598806050146
"18403","1","1040",NA,5,8,10,0,0,7,0,3,"8","0","10","0","3","0",6,6,6,6,7,6,5.68051902977105,8,8,10,8,8.31321685473851,1,1,0,1,0.812314816094869
"18410","1","1040",1040423,3,6,4,0,1,7,0,3,"6","0","4","1","3","0",4,4,4,4,5,4,3.91325510333332,5,5,5,4,4.44337540514752,1,1,0,1,1.21888033075233
"18425","1","1040",1040423,2,6,4,0,3,10,0,0,"6","0","4","3","0","0",4,4,3,3,4,4,4.14453409013217,5,5,5,4,4.44337540514752,1,1,0,1,1.06849486358753
"18433","1","1040",1040600,5,9,3,5,1,7,2,3,"9","2","3","1","3","5",5,5,5,4,5,4,4.44152818493893,6,7,5,6,5.78088077099838,4,1,2,4,3.54560186012141
"18460","1","1040",1040110,3,3,5,0,5,7,0,3,"3","0","5","5","3","0",4,4,4,4,4,4,4.02630206959273,4,4,5,5,4.63759656852154,2,3,0,2,1.754718817392
"18464","1","1040",1040110,2,6,2,2,2,7,1,3,"6","1","2","2","3","2",4,4,3,3,3,4,3.67205221432602,4,4,3,4,4.13037141190405,2,2,2,2,2.40708834892945
"18486","1","1040",1040420,6,2,5,NA,5,NA,0,NA,"2","0","5","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,5,4,4.39919672698823,NA,NA,NA,NA,NA
"18503","1","1040",1040420,5,4,4,0,0,0,4,10,"4","4","4","0","10","0",5,5,4,5,4,5,4.92941461255528,4,4,4,4,4.25826145185441,3,3,0,2,2.26033155613895
"18507","1","1040",1040520,9,4,2,0,5,5,2,5,"4","2","2","5","5","0",4,4,4,4,3,3,3.45370932158146,4,3,4,4,3.57056565144138,3,5,2,3,2.6885224744579
"18510","1","1040",1040520,6,6,3,10,4,8,2,2,"6","2","3","4","2","10",5,4,5,4,5,4,4.38796324225847,5,5,5,5,5.26185312646363,7,2,1,4,3.62793967087985
"18513","1","1040",1040520,NA,5,5,10,10,0,5,10,"5","5","5","10","10","10",8,8,8,8,9,9,8.65813664520262,5,5,5,6,5.67037365764015,10,10,10,10,9.53837434539673
"18517","1","1040",1040520,4,3,2,3,0,2,7,8,"3","7","2","0","8","3",4,4,4,4,4,4,3.6651195619626,4,3,3,4,3.55783342158382,4,3,5,4,3.70293201031298
"18539","1","1040",NA,5,5,4,5,1,2,1,8,"5","1","4","1","8","5",5,5,5,5,5,5,4.8730581603092,5,5,5,4,4.34851602538219,5,3,5,5,5.25771327026535
"18548","1","1040",1040320,NA,5,5,10,3,7,1,3,"5","1","5","3","3","10",5,4,5,4,5,5,5.06911955227168,5,5,5,5,4.98888482270398,7,2,9,5,5.17175430153731
"18554","1","1040",1040420,7,4,5,7,1,0,3,10,"4","3","5","1","10","7",6,5,6,5,5,7,6.52575680802472,5,5,5,5,5.02369870396914,6,5,8,7,7.02257171173076
"18557","1","1040",1040600,4,7,6,10,5,7,4,3,"7","4","6","5","3","10",6,6,7,6,6,6,6.32525420159744,6,7,7,7,6.5774000135123,7,3,9,7,6.66467899131048
"18562","1","1040",1040520,6,5,6,9,5,2,5,8,"5","5","6","5","8","9",7,6,7,7,6,6,6.44319994996661,6,6,6,6,6.03946844743758,8,6,9,8,7.70277888265995
"18566","1","1040",1040110,3,5,7,1,5,2,2,8,"5","2","7","5","8","1",6,6,6,7,5,6,5.64063234598088,6,6,7,6,5.82259542112027,4,6,4,4,3.68730737350452
"18571","1","1040",1040110,2,2,2,0,3,10,0,0,"2","0","2","3","0","0",2,2,2,2,2,3,2.52862851739205,2,2,3,3,2.67852552650992,1,1,0,1,1.06849486358753
"18576","1","1040",1040420,7,6,4,2,2,9,1,1,"6","1","4","2","1","2",4,4,4,3,5,4,4.4484289931544,5,5,5,5,4.78248376339071,2,1,2,2,1.99779836238373
"18579","1","1040",1040600,5,1,2,1,3,10,0,0,"1","0","2","3","0","1",2,2,2,2,2,2,2.06654360970397,2,2,2,2,2.35823692218421,2,1,1,1,1.40310716732557
"18585","1","1040",1040320,3,5,2,5,7,5,2,5,"5","2","2","7","5","5",5,5,5,5,5,5,4.86921066443842,4,4,3,4,3.85763485893904,6,5,6,6,6.19624674247311
"18622","1","1040",1040320,4,6,4,1,1,4,1,6,"6","1","4","1","6","1",5,5,4,4,5,5,5.03719860339897,5,5,5,5,4.78248376339071,2,2,2,3,2.50523712584574
"18623","1","1040",NA,2,7,2,0,7,10,0,0,"7","0","2","7","0","0",4,4,4,4,3,4,3.93167974157561,5,5,3,3,3.32330817385187,2,3,0,1,1.48384119635867
"18632","1","1040",1040320,6,4,3,1,7,3,3,7,"4","3","3","7","7","1",5,5,5,5,4,5,4.59378201129353,4,4,4,4,3.92237929484831,4,7,5,5,4.55965423845978
"18644","1","1040",1040600,5,9,6,5,5,7,5,3,"9","5","6","5","3","5",6,6,7,7,6,6,6.11477766454276,7,8,8,7,7.3395997906642,5,3,3,5,4.94788082933905
